"","all","q_val.all","LFC.all","C","q_val.C","LFC.C","PS","q_val.PS","LFC.PS","P","q_val.P","LFC.P","means","Kingdom","Phylum","Class","Order","Family","Genus","RDPGenus","Species"
"ASV44",FALSE,0.918930373637278,0.00843050196398278,FALSE,0.050912716082939,-0.259071350303285,TRUE,0,0.103129384376102,NA,NA,NA,0.00019713994393851,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospiraceae","Magnetospira",NA,"ASV44"
"ASV45",FALSE,0.169632674581552,0.211049101533764,FALSE,0.307949415278006,0.235506304650065,FALSE,0.816434052292992,0.102190355143879,FALSE,0.938192059251529,0.0315013188224955,0.000217594798553582,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium","Faecalibacterium","ASV45"
"ASV46",FALSE,0.924559590165967,0.0179745638007665,FALSE,0.917628773078793,0.0298827443205398,FALSE,0.203841522874403,-0.350252303136668,FALSE,0.880309221143593,0.110343924233578,0.00026708043743301,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium","Faecalibacterium","ASV46"
"ASV47",FALSE,0.806012494379493,-0.0444099055191014,NA,NA,NA,NA,NA,NA,FALSE,0.208086635603961,-0.464282079110054,0.000475206981994974,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9","Prevotella","ASV47"
"ASV48",FALSE,0.600557309296692,0.0828074979214076,NA,NA,NA,FALSE,0.254488143167629,0.307117698901964,FALSE,0.157767051335781,-0.301263738640517,0.000307871672046554,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Cohaesibacter",NA,"ASV48"
"ASV49",FALSE,0.411301776616098,0.122742878290337,FALSE,0.473013761426005,-0.133127699731832,NA,NA,NA,FALSE,0.938192059251529,0.0264235015029083,0.000215736688506416,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Phocaeicola","ASV49"
"ASV5",FALSE,0.731951597787315,0.0609269719595328,FALSE,0.0814440335575329,0.207345787980531,TRUE,2.06732885583392e-07,-0.283413931391641,FALSE,0.938192059251529,-0.00510026669514112,0.13287202579087,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Cryomorphaceae",NA,NA,"ASV5"
"ASV50",FALSE,0.258228897070695,-0.140837631974503,TRUE,0.0147489706265183,-0.556091545553821,FALSE,0.6331187638395,-0.101302752603287,NA,NA,NA,0.000133777906794882,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Acinetobacter","ASV50"
"ASV51",FALSE,0.169632674581552,0.173722702791444,FALSE,0.0515248447230622,0.421792978673394,FALSE,0.46446626775441,-0.140032990571301,FALSE,0.938192059251529,-0.0245412057126137,0.0001509676153873,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia","ASV51"
"ASV52",TRUE,0.0039530670461091,0.326834952272422,TRUE,0,0.507798874298526,FALSE,0.891857288255296,0.0242252639050485,FALSE,0.38649621765303,0.184531392628842,0.000198583086950747,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Agathobacter","Agathobacter","ASV52"
"ASV53",TRUE,0.0397353384510824,0.228795210835752,TRUE,0,0.27648265839374,FALSE,0.836919986273615,0.0690864442016502,NA,NA,NA,0.000120111086305451,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Donghicola",NA,"ASV53"
"ASV54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000127420301720794,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus","ASV54"
"ASV55",FALSE,0.215654018855191,0.154467643424436,FALSE,0.509887772219478,0.105678460532495,NA,NA,NA,FALSE,0.881404250208958,0.0848402006051466,0.00018140556528326,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium","Faecalibacterium","ASV55"
"ASV57",FALSE,0.569331207904775,0.0576534783153855,FALSE,0.695877292717734,-0.0425966189307754,FALSE,0.853984680233854,0.0343235820578009,NA,NA,NA,0.000105772222905059,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12 marine group",NA,NA,"ASV57"
"ASV58",FALSE,0.215654018855191,0.137008333445615,FALSE,0.0994267844830818,0.262791252886773,NA,NA,NA,FALSE,0.881404250208958,-0.0631229653356485,0.000144435191465893,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Subdoligranulum","Faecalibacterium","ASV58"
"ASV59",FALSE,0.766116179659357,0.0433692099800264,FALSE,0.892378618197944,0.0303974890440274,FALSE,0.46446626775441,-0.158276167356214,NA,NA,NA,9.29068535487245e-05,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides","ASV59"
"ASV6",TRUE,7.94572756494493e-49,0.510970858532355,TRUE,2.62678323788518e-23,0.599782231167414,TRUE,8.7767357769992e-08,0.222613523034193,TRUE,3.96447903836901e-44,0.446567495410607,0.0575065449456625,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Stappiaceae","Labrenzia","Roseibium","ASV6"
"ASV60",FALSE,0.569331207904775,0.0743105501973553,NA,NA,NA,FALSE,0.816434052292992,0.0596824943322982,FALSE,0.379547985410981,-0.225386931732138,0.000148647291172378,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides","ASV60"
"ASV61",FALSE,0.35133801269447,0.106993216786159,FALSE,0.473013761426005,-0.141564053987904,TRUE,0,0.222580015657973,FALSE,0.938192059251529,-0.0239856372964402,0.000106023122380624,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides","ASV61"
"ASV62",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.62207641575901,-0.132851767391595,0.000124862068419607,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia-Shigella","Escherichia/Shigella","ASV62"
"ASV63",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.546669028451195,-0.186922536456976,0.000130196170249048,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9","Prevotella","ASV63"
"ASV65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.94136226893931e-05,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia","Roseburia","ASV65"
"ASV66",FALSE,0.887960144728272,0.0181584490667479,FALSE,0.279303895360223,-0.168387376203427,NA,NA,NA,FALSE,0.881404250208958,-0.0635370493356003,0.000121091633579471,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia","ASV66"
"ASV69",NA,NA,NA,FALSE,0.380616265497799,-0.13475403853748,NA,NA,NA,NA,NA,NA,8.12183899453215e-05,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides","ASV69"
"ASV7",TRUE,3.74825621904903e-32,1.48861837774998,TRUE,1.18342145929272e-222,2.39411480362899,TRUE,1.83987942257594e-08,0.319389291914271,TRUE,4.28351025368967e-20,1.48840171172181,0.0475894834349819,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Thalassospiraceae","Thalassospira","Thalassospira","ASV7"
"ASV70",NA,NA,NA,TRUE,0,-0.558072326236181,NA,NA,NA,NA,NA,NA,7.45200613022545e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Pseudohoeflea","Pseudohoeflea","ASV70"
"ASV71",NA,NA,NA,TRUE,0,0.251575511666066,NA,NA,NA,NA,NA,NA,8.52657979393558e-05,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia","ASV71"
"ASV74",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.98033621326804e-05,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9","Prevotella","ASV74"
"ASV79",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.84585348606616e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobaculum","Pararhodobacter","ASV79"
"ASV8",TRUE,0.00835049957841812,-0.233176012693496,TRUE,6.90912660304088e-37,-0.459665866964408,FALSE,0.0674148236653908,-0.404320909057646,FALSE,0.0864766273251692,-0.0994905880432817,0.0358254528203784,"Bacteria","Proteobacteria","Gammaproteobacteria","Nitrosococcales","Methylophagaceae","Methylophaga","Methylophaga","ASV8"
"ASV9",FALSE,0.805428114939526,-0.0216014896706667,TRUE,0.000640035629341565,-0.202954568398988,FALSE,0.0644255546377483,-0.123560148011767,FALSE,0.938192059251529,-0.00223907858609308,0.0534784874587321,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Algoriphagus","Algoriphagus","ASV9"
