"","all","q_val.all","LFC.all","C","q_val.C","LFC.C","PS","q_val.PS","LFC.PS","P","q_val.P","LFC.P","means","Kingdom","Phylum","Class","Order","Family","Genus","RDPGenus","Species"
"ASV27",FALSE,0.119313208163404,-0.261773005953915,TRUE,5.79055348963167e-05,-0.840757642235474,FALSE,0.856125872498257,0.0742702096033469,NA,NA,NA,0.002572222410486,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Stappiaceae","Labrenzia","Roseibium","ASV27"
"ASV28",FALSE,0.703824413920615,0.0139850978830613,TRUE,0.000485173695737498,0.150894972367643,TRUE,0.00386182268358278,-0.115192619414049,FALSE,0.241431283406573,0.0728773112309738,0.00494280093572964,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Hoeflea","Hoeflea","ASV28"
"ASV29",FALSE,0.400307118559321,0.0375300675133133,FALSE,0.535727333614671,0.0443846490444271,FALSE,0.275840732185668,0.0849014374940927,FALSE,0.508085154455954,0.0499284865368027,0.00396875210262635,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Roseitalea",NA,"ASV29"
"ASV3",FALSE,0.428195009549543,0.0279837323129376,TRUE,0.00820691691087814,0.140898488387078,FALSE,0.706249487379301,0.0126920243563071,FALSE,0.971919111282537,-0.00301494526918827,0.149406942351438,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Marinobacteraceae","Marinobacter","Marinobacter","ASV3"
"ASV30",FALSE,0.121006289889119,0.0720826878575726,TRUE,5.97037349454537e-13,0.353486823104406,TRUE,0.000609532832733688,-0.152689761395897,FALSE,0.447622270632479,0.0820753723995916,0.00201372705125133,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Muricauda","Muricauda","ASV30"
"ASV31",FALSE,0.161427017196431,-0.10827965188374,TRUE,0.000124338989896987,-0.490591325919295,FALSE,0.560013518856819,0.0289562829358694,TRUE,0.000751570563388919,0.203420457867588,0.00388230387107957,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Oceanicaulis","Oceanicaulis","ASV31"
"ASV32",FALSE,0.313214818049277,-0.0779437574569269,TRUE,0.000532264794884119,-0.220790448536235,FALSE,0.161279719404749,0.22409669332784,FALSE,0.0641114387192444,-0.170513146627002,0.00446133936663998,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Maricaulis","Maricaulis","ASV32"
"ASV33",TRUE,0.011980744093173,-0.117425521600687,TRUE,9.7148077630641e-05,-0.163333387672292,NA,NA,NA,FALSE,0.447622270632479,-0.10029558991058,0.00125816685718283,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","Pusillimonas","Pusillimonas","ASV33"
"ASV34",TRUE,0.000379371833306531,-0.211354426332643,NA,NA,NA,TRUE,0.00289733575795433,-0.33387894724426,TRUE,0,-0.203930955205946,0.00128735479158669,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Arenibacter","Arenibacter","ASV34"
"ASV35",FALSE,0.249297551162368,-0.118255029099825,FALSE,0.535727333614671,0.123557685153391,TRUE,0.000315773039291136,-0.17936669899358,TRUE,9.62096631998359e-05,-0.232331702923902,0.00220245011876641,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Roseibacterium","Aliiroseovarius","ASV35"
"ASV37",FALSE,0.831376467159617,0.0117292947735481,TRUE,0.0285975961258454,0.138824264516981,FALSE,0.993645380001442,-0.000409146134412341,FALSE,0.826102702938936,-0.0366028635265424,0.00113907618292588,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudohongiellaceae","Pseudohongiella","Pseudohongiella","ASV37"
"ASV38",FALSE,0.287568081471797,0.0754070944556974,NA,NA,NA,TRUE,0.0158139472764748,0.332501909788654,NA,NA,NA,0.000604644043509193,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",NA,"Phaeodactylibacter","ASV38"
"ASV39",TRUE,0.00315497818907855,0.251187867074994,TRUE,3.51040641752935e-06,0.218527382765162,TRUE,0.00877074861173976,0.422321872681088,FALSE,0.440043884855846,0.179338716314115,0.000700874015645514,"Bacteria","Proteobacteria","Alphaproteobacteria","Parvibaculales","Parvibaculaceae","Pyruvatibacter","Pyruvatibacter","ASV39"
"ASV40",NA,NA,NA,NA,NA,NA,FALSE,0.518020413199238,0.343888419492244,NA,NA,NA,0.000510433218767418,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Algoriphagus","Algoriphagus","ASV40"
"ASV41",FALSE,0.683070847954703,-0.0210235352770131,FALSE,0.809222420364929,0.0185767104697908,NA,NA,NA,FALSE,0.789702315305371,0.05321008295569,0.000476539773625041,"Bacteria","Proteobacteria","Alphaproteobacteria","Parvibaculales","Parvibaculaceae","Mf105b01",NA,"ASV41"
"ASV42",FALSE,0.272979958598018,-0.102350857147065,NA,NA,NA,FALSE,0.0709231076740369,-0.0862448285931591,FALSE,0.57420506470984,-0.147659272318978,0.000468685623116875,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae",NA,NA,"ASV42"
"ASV43",FALSE,0.288000043724324,-0.198922431679156,FALSE,0.809222420364929,-0.0838454974105885,FALSE,0.0699744639217534,-0.522575588983119,FALSE,0.826102702938936,0.076278161891622,0.000427029565974284,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Phocaeicola","ASV43"
"ASV44",TRUE,0.00389196508434916,0.182692003076478,TRUE,1.89676247449684e-06,0.542967002682117,TRUE,0,0.0586557209378733,NA,NA,NA,0.00019713994393851,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospiraceae","Magnetospira",NA,"ASV44"
"ASV45",FALSE,0.395263218993877,0.122919920998924,TRUE,0.0293225458057364,0.49890703816283,FALSE,0.13086862186223,-0.315390182546147,FALSE,0.440043884855846,0.25186727791547,0.000217594798553582,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium","Faecalibacterium","ASV45"
"ASV46",FALSE,0.287568081471797,-0.17010493023332,FALSE,0.920322095539251,-0.0234603501114709,FALSE,0.196274349590122,-0.305206721733225,FALSE,0.789702315305371,-0.115023348319881,0.00026708043743301,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium","Faecalibacterium","ASV46"
"ASV47",FALSE,0.38890483566405,-0.136789010966307,NA,NA,NA,FALSE,0.706249487379301,0.103058147836315,FALSE,0.214346160572091,-0.529414998520394,0.000475206981994974,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9","Prevotella","ASV47"
"ASV48",FALSE,0.152254676927391,-0.178521194149484,NA,NA,NA,TRUE,0.0341320290179901,-0.437003071998718,FALSE,0.987408769469833,-0.00230713390201031,0.000307871672046554,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Cohaesibacter",NA,"ASV48"
"ASV49",FALSE,0.775915864523039,0.0351479768403219,FALSE,0.341612189252542,0.274093573246529,NA,NA,NA,FALSE,0.402947914597615,-0.22040630876899,0.000215736688506416,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Phocaeicola","ASV49"
"ASV5",FALSE,0.161427017196431,-0.152889754959317,FALSE,0.598778674749632,-0.0623062281743868,TRUE,1.29208650579918e-12,-0.277435338125898,FALSE,0.320164561601603,-0.0523033280422844,0.13287202579087,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Cryomorphaceae",NA,NA,"ASV5"
"ASV50",FALSE,0.247896439860544,-0.141512563343112,FALSE,0.598778674749632,-0.176283281258583,FALSE,0.152825562910996,-0.208223197983801,NA,NA,NA,0.000133777906794882,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Acinetobacter","ASV50"
"ASV51",FALSE,0.561154637275047,0.0697466281720435,FALSE,0.726724176382404,0.0766744495388107,FALSE,0.88196518211155,0.0418742037222609,FALSE,0.522110125535802,0.157315601790441,0.0001509676153873,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia","ASV51"
"ASV52",FALSE,0.287568081471797,0.123960555956619,NA,NA,NA,FALSE,0.652246451464065,-0.113926034540601,TRUE,0.0355019350057462,0.473457861024132,0.000198583086950747,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Agathobacter","Agathobacter","ASV52"
"ASV53",NA,NA,NA,NA,NA,NA,FALSE,0.718186466569514,-0.0984778269172821,NA,NA,NA,0.000120111086305451,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Donghicola",NA,"ASV53"
"ASV54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000127420301720794,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus","ASV54"
"ASV55",NA,NA,NA,FALSE,0.697733635088936,0.0749987645608152,NA,NA,NA,FALSE,0.508085154455954,-0.175362033473179,0.00018140556528326,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium","Faecalibacterium","ASV55"
"ASV57",FALSE,0.922546910893493,-0.00691579500350585,FALSE,0.664423178002482,0.0670551316329995,FALSE,0.919758000833358,0.0254695133879749,NA,NA,NA,0.000105772222905059,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12 marine group",NA,NA,"ASV57"
"ASV58",FALSE,0.775915864523039,0.0283414896906488,FALSE,0.618414431332923,0.0814444776601666,NA,NA,NA,FALSE,0.558594091174583,0.159832520207379,0.000144435191465893,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Subdoligranulum","Faecalibacterium","ASV58"
"ASV59",FALSE,0.186625758063723,-0.13764748309062,FALSE,0.706153180079426,-0.0790158240431474,FALSE,0.101473441784918,-0.293895414441762,NA,NA,NA,9.29068535487245e-05,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides","ASV59"
"ASV6",FALSE,0.207378706852975,-0.0492931180014204,FALSE,0.871337664974819,0.00923713869055865,TRUE,0.0195353591129188,-0.0875805160862337,FALSE,0.970492750505952,-0.00291160607320236,0.0575065449456625,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Stappiaceae","Labrenzia","Roseibium","ASV6"
"ASV60",FALSE,0.483788033647073,-0.0695986259286927,NA,NA,NA,FALSE,0.993645380001442,0.00244242248553229,FALSE,0.447622270632479,-0.234435555005758,0.000148647291172378,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides","ASV60"
"ASV61",NA,NA,NA,FALSE,0.341612189252542,-0.207386299121186,NA,NA,NA,NA,NA,NA,0.000106023122380624,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides","ASV61"
"ASV62",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.789702315305371,-0.0754616228683535,0.000124862068419607,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia-Shigella","Escherichia/Shigella","ASV62"
"ASV63",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.447622270632479,-0.193694283262317,0.000130196170249048,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9","Prevotella","ASV63"
"ASV65",NA,NA,NA,TRUE,0,0.209883894507007,FALSE,0.93463529696845,0.0191349320826154,NA,NA,NA,8.94136226893931e-05,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia","Roseburia","ASV65"
"ASV66",FALSE,0.152254676927391,-0.135325599776433,FALSE,0.246778008819606,-0.1878513309544,NA,NA,NA,FALSE,0.789702315305371,-0.0832680691183801,0.000121091633579471,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia","ASV66"
"ASV69",NA,NA,NA,FALSE,0.598778674749632,-0.102209737680342,NA,NA,NA,NA,NA,NA,8.12183899453215e-05,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides","ASV69"
"ASV7",TRUE,1.25205043218603e-05,-0.417889831978355,TRUE,3.65346948147773e-06,-0.398488858662251,TRUE,0.00152114479813512,-0.170393133067865,TRUE,0.00572618537071417,-0.618163133669567,0.0475894834349819,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Thalassospiraceae","Thalassospira","Thalassospira","ASV7"
"ASV70",FALSE,0.0677000717104028,-0.17486370786562,FALSE,0.0598631502006941,-0.416326884088771,NA,NA,NA,NA,NA,NA,7.45200613022545e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Pseudohoeflea","Pseudohoeflea","ASV70"
"ASV71",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.789702315305371,0.0728029717857606,8.52657979393558e-05,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia","ASV71"
"ASV74",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.98033621326804e-05,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9","Prevotella","ASV74"
"ASV79",NA,NA,NA,NA,NA,NA,FALSE,0.599474721980576,0.148203813322093,NA,NA,NA,6.84585348606616e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobaculum","Pararhodobacter","ASV79"
"ASV8",TRUE,0.00819515170265154,-0.149346607873143,FALSE,0.599015783424457,-0.0211599625795957,FALSE,0.0625388043333241,-0.191682744122148,TRUE,0.0189205572956393,-0.168572746382302,0.0358254528203784,"Bacteria","Proteobacteria","Gammaproteobacteria","Nitrosococcales","Methylophagaceae","Methylophaga","Methylophaga","ASV8"
"ASV9",FALSE,0.287568081471797,0.0697404043692798,TRUE,1.37974002945857e-07,0.333227097147101,TRUE,0.000391072241215324,-0.212416984994444,TRUE,9.62096631998359e-05,0.155035471490565,0.0534784874587321,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Algoriphagus","Algoriphagus","ASV9"
